ident,type,latitude_deg,longitude_deg
0IA9,heliport,40.833401,-91.300102
0ID0,small_airport,43.606400,-115.107002
0ID1,small_airport,42.641201,-114.605003
0ID2,small_airport,44.442902,-113.773003
0ID3,small_airport,43.075802,-115.672997
0ID4,small_airport,43.047699,-114.470001
0ID5,small_airport,43.053101,-116.461998
0ID6,heliport,45.173791,-113.891423
0ID7,small_airport,43.230308,-116.763192
0ID8,small_airport,45.775705,-116.180463
0ID9,small_airport,46.785278,-116.471131
0II0,small_airport,40.258381,-85.253348
0II2,small_airport,41.457298,-86.124397
0II5,small_airport,40.659500,-86.857201
0II7,small_airport,39.795601,-85.786102
0II8,small_airport,41.324799,-87.475899
0II9,small_airport,39.532612,-86.576729
0IL0,heliport,38.086700,-88.538902
0IL1,heliport,41.860901,-87.836403
0IL2,small_airport,38.803056,-88.997778
0IL4,heliport,41.818743,-88.007677
0IL5,heliport,41.221865,-89.947788
0IL6,heliport,41.960636,-88.721781
0IL7,small_airport,39.782917,-88.546708
0IL8,closed,41.871416,-88.723473
0IL9,small_airport,41.853699,-88.786513
0IN1,small_airport,38.500000,-87.595901
0IN2,small_airport,40.827801,-85.086098
0IN4,small_airport,41.127405,-84.953306
0IN5,small_airport,38.329378,-86.033431
0IN9,small_airport,37.993220,-87.948550
0IS0,heliport,41.481098,-90.571404
0IS2,heliport,42.093102,-87.852600
0IS3,small_airport,41.660089,-89.694443
0IS6,heliport,37.365601,-89.163597
0IS8,heliport,39.936012,-91.398659
0IS9,heliport,41.708401,-89.202904
0J0,small_airport,31.600093,-85.238353
0J8,small_airport,29.618954,-82.508769
0JY9,heliport,38.422373,-83.752604
0K6,small_airport,36.179737,-95.580400
0KS0,small_airport,38.633301,-95.925301
0KS4,small_airport,38.807239,-95.370056
0KS5,small_airport,38.450666,-98.797646
0KS7,small_airport,37.692799,-97.886398
0KS8,small_airport,37.382500,-95.374702
0KS9,small_airport,37.515900,-96.919800
0KY0,small_airport,38.622799,-84.778900
0KY1,small_airport,36.765598,-86.618301
0KY4,small_airport,37.564400,-87.081902
0KY5,small_airport,36.812346,-86.377427
0KY7,small_airport,36.636101,-88.998596
0L4,small_airport,37.490909,-117.188848
0L5,small_airport,37.722114,-117.236363
0L6,heliport,31.923824,-92.646091
0LA0,heliport,30.003515,-93.401005
0LA1,small_airport,30.229401,-90.973396
0LA3,small_airport,32.749298,-93.873497
0LA4,heliport,32.864101,-93.988998
0LA5,heliport,29.258868,-89.964541
0LA7,heliport,29.254738,-89.967320
0LA8,heliport,32.252942,-92.718795
0LA9,small_airport,30.586300,-90.861504
0LL0,small_airport,42.265259,-88.727754
0LL1,small_airport,39.094200,-90.313400
0LL2,small_airport,40.738899,-90.380699
0LL3,small_airport,39.055000,-90.342102
0LL4,small_airport,41.419592,-89.121394
0LL5,small_airport,40.110001,-88.078400
0LL6,small_airport,41.698399,-88.607597
0LL7,heliport,41.657994,-88.621297
0LS0,small_airport,29.749701,-90.735802
0LS3,heliport,29.296700,-89.374397
0LS5,small_airport,30.303775,-92.130547
0LS6,small_airport,30.787701,-92.050400
0LS7,small_airport,30.612801,-91.484200
0LS8,small_airport,30.285801,-92.941299
0LS9,small_airport,32.513603,-91.986570
0MA1,heliport,42.363656,-71.069142
0MA2,heliport,42.540901,-71.762802
0MA3,heliport,41.786224,-71.231437
0MA4,heliport,42.333804,-71.071352
0MA5,heliport,42.055901,-71.055901
0MA6,heliport,42.365101,-71.132599
0MA9,heliport,42.503101,-71.908401
0MD0,heliport,39.137600,-76.623299
0MD1,small_airport,39.187302,-75.792702
0MD2,small_airport,38.287781,-76.867575
0MD4,small_airport,39.266800,-76.187202
0MD6,small_airport,39.381199,-77.105797
0MD7,heliport,38.909302,-76.119698
0MD8,heliport,39.245899,-76.676102
0MD9,heliport,38.560846,-76.595979
0ME4,small_airport,44.742469,-68.474403
0ME7,seaplane_base,43.839716,-70.462016
0MI1,small_airport,44.140301,-84.437500
0MI3,small_airport,44.633400,-84.483398
0MI4,small_airport,46.270198,-87.386496
0MI6,small_airport,46.387501,-85.183998
0MI7,heliport,42.042987,-83.358950
0MI8,small_airport,44.894115,-84.297818
0MI9,heliport,42.367500,-83.084396
0MN0,seaplane_base,44.796902,-92.984100
0MN2,seaplane_base,46.133301,-93.002998
0MN3,seaplane_base,46.677799,-94.292503
0MN4,seaplane_base,46.477200,-94.303101
0MN6,closed,43.662201,-92.404297
0MN7,heliport,47.899101,-91.873001
0MN8,small_airport,44.764727,-95.625419
0MN9,closed,45.312975,-93.717850
0MO0,small_airport,38.410301,-93.850197
0MO1,small_airport,38.546520,-94.096629
0MO2,small_airport,37.786701,-90.780098
0MO4,heliport,39.085300,-94.573799
0MO5,small_airport,40.133400,-92.100197
0MO7,heliport,38.803299,-90.776299
0MO8,small_airport,39.140598,-90.736801
0MS0,small_airport,32.474998,-88.616699
0MS2,small_airport,31.541800,-89.391701
0MS3,heliport,34.347801,-89.518997
0MS4,heliport,30.375999,-89.086197
0MS6,heliport,30.301300,-89.234497
0MS8,small_airport,33.695352,-91.163484
0MS9,small_airport,33.800701,-89.027298
0MT1,small_airport,47.497501,-112.390999
0MT2,heliport,48.179699,-110.109001
0MT3,heliport,46.250801,-114.067001
0MT4,small_airport,46.278599,-114.140999
0MT5,small_airport,45.633771,-108.848248
0MT6,small_airport,48.037607,-114.674478
0MT7,small_airport,47.660801,-115.403999
0MT8,heliport,48.486698,-113.998001
0MT9,small_airport,48.481172,-114.481659
0MU0,small_airport,37.234699,-91.093597
0MU1,small_airport,37.246700,-94.173897
0MU2,heliport,38.776920,-90.241510
0MU3,heliport,39.711100,-91.451934
0MU4,small_airport,39.616100,-92.866898
0MU5,heliport,38.719700,-93.994400
0MU6,heliport,39.073299,-93.735901
0MU7,small_airport,38.875000,-94.139702
0MU8,small_airport,37.438702,-89.759003
0MU9,small_airport,37.337894,-93.164084
0MY0,heliport,44.333900,-92.943298
0MY1,heliport,45.669998,-111.018997
0N0,small_airport,39.291100,-94.442200
0N4,small_airport,39.202301,-75.485497
0N5,heliport,39.148231,-75.503451
0N6,small_airport,39.012602,-75.533501
0NA1,small_airport,46.245356,-97.038174
0NA5,small_airport,48.001099,-99.562897
0NA9,small_airport,46.750000,-103.801003
0NC0,heliport,35.398800,-77.949699
0NC2,heliport,35.204973,-79.458234
0NC3,heliport,35.875198,-76.699699
0NC4,heliport,35.786800,-78.585800
0NC5,heliport,35.918900,-77.789200
0NC6,heliport,36.131302,-77.418900
0NC7,small_airport,36.364810,-79.996140
0NC8,small_airport,35.755699,-80.735298
0NC9,heliport,36.330700,-78.449699
0ND0,small_airport,47.929199,-99.400398
0ND6,small_airport,46.055000,-99.917099
0ND7,small_airport,46.465302,-100.105003
0NE0,small_airport,41.849998,-101.949997
0NE1,small_airport,42.407200,-101.931999
0NE3,heliport,40.676069,-96.181467
0NE4,heliport,40.097198,-98.950401
0NE6,small_airport,40.433300,-98.070602
0NH3,heliport,43.092455,-71.454992
0NH7,heliport,43.151831,-70.846902
0NJ0,heliport,39.358970,-74.434672
0NJ1,heliport,39.907299,-74.234901
0NJ2,heliport,40.752899,-74.439903
0NJ3,heliport,39.966801,-74.799599
0NJ4,heliport,40.940701,-74.461502
0NJ5,small_airport,40.885899,-74.705704
0NJ6,small_airport,39.316799,-74.632896
0NJ7,heliport,40.737818,-74.118655
0NJ8,heliport,40.702301,-74.150703
0NJ9,heliport,40.477299,-74.407898
0NK0,small_airport,42.334000,-78.790901
0NK1,small_airport,43.361698,-76.220200
0NK2,small_airport,42.983398,-74.016197
0NK3,small_airport,42.695653,-77.792451
0NK4,heliport,40.726482,-73.552773
0NK6,small_airport,42.438421,-76.089272
0NK7,heliport,41.102790,-73.725087
0NM0,small_airport,31.823898,-107.629924
0NM7,small_airport,33.527901,-108.541001
0NV1,heliport,36.181920,-115.316470
0NY0,small_airport,43.692973,-73.978013
0NY1,small_airport,43.139198,-73.653198
0NY2,heliport,41.231009,-74.047353
0NY3,small_airport,43.313999,-74.932098
0NY4,heliport,41.982698,-73.963206
0NY6,heliport,42.928843,-76.615734
0NY7,small_airport,43.026623,-74.177055
0NY8,small_airport,42.997299,-74.245399
0O0,seaplane_base,37.058300,-121.125999
0O4,small_airport,39.944555,-122.170851
0O9,small_airport,41.845699,-123.985001
0OA2,heliport,41.137029,-81.836745
0OH1,heliport,41.443901,-81.327599
0OH3,heliport,39.279202,-84.564697
0OH4,heliport,40.085621,-84.228562
0OH6,small_airport,39.600601,-84.019699
0OH7,closed,40.152721,-84.173355
0OH8,small_airport,40.188400,-84.256104
0OI0,heliport,40.735901,-81.246803
0OI2,small_airport,39.359798,-83.417702
0OI3,small_airport,41.382099,-82.716103
0OI6,small_airport,41.838100,-80.643700
0OI9,small_airport,38.894501,-83.113503
0OK1,small_airport,34.657001,-97.401703
0OK3,small_airport,35.614465,-98.534403
0OK4,small_airport,34.660599,-96.253601
0OK5,small_airport,35.888901,-97.400299
0OK6,small_airport,35.801701,-97.386101
0OK7,heliport,36.250000,-99.875397
0OK9,closed,36.211428,-96.637626
0OR0,heliport,42.338804,-122.862820
0OR2,heliport,42.133202,-123.450996
0OR3,small_airport,42.019001,-121.704002
0OR4,heliport,44.616501,-121.267998
0OR6,small_airport,42.834000,-117.628998
0OR7,small_airport,44.854000,-123.264000
0OR8,small_airport,42.484563,-122.866435
0OR9,small_airport,45.592602,-121.549004
0P1,small_airport,39.832130,-99.568784
0P2,small_airport,39.795243,-76.647678
0PA0,small_airport,40.331227,-75.248125
0PA1,heliport,40.118198,-75.401299
0PA2,small_airport,40.316799,-77.124702
0PA3,small_airport,41.747319,-76.760624
0PA4,small_airport,40.237598,-76.724701
0PA5,small_airport,41.494499,-79.830902
0PA6,small_airport,40.630901,-77.850304
0PA8,heliport,41.399909,-75.646682
0PA9,heliport,40.333401,-75.216301
0PN0,small_airport,41.441875,-80.155370
0PN1,seaplane_base,40.699402,-79.618896
0PN2,small_airport,41.073101,-80.070297
0PN3,heliport,40.158699,-75.463402
0PN4,small_airport,40.412899,-77.241402
0PN5,small_airport,41.779202,-79.598396
0PN6,small_airport,40.168999,-77.992500
0PN7,small_airport,40.128300,-77.631401
0PN8,small_airport,41.606394,-79.684181
0PS0,small_airport,41.370899,-79.341698
0PS3,small_airport,40.490398,-76.766602
0PS4,small_airport,41.009746,-78.561838
0PS5,heliport,40.879299,-75.192703
0PS6,heliport,39.949501,-76.553299
0PS7,small_airport,40.522396,-76.846297
0PS8,heliport,42.132599,-80.086197
0PS9,heliport,40.182734,-74.868028
0Q3,small_airport,38.223499,-122.449997
0Q4,small_airport,36.581600,-119.657997
0Q9,small_airport,38.257702,-122.433998
0R2,small_airport,38.403900,-93.333000
0R7,small_airport,31.990700,-93.307404
0S1,small_airport,47.847956,-113.416758
0S5,small_airport,46.238574,-116.238570
0SD0,small_airport,45.424999,-100.891998
0SD1,small_airport,42.971995,-96.979857
0SD2,heliport,44.911098,-97.119499
0SD3,small_airport,45.269402,-103.217003
0SD4,heliport,44.307053,-96.765425
0SD5,heliport,43.806400,-103.637001
0SD7,small_airport,43.524320,-101.734714
0SD8,small_airport,43.782799,-100.292999
0SD9,heliport,43.825001,-103.636002
0TA0,heliport,29.395010,-94.986355
0TA2,small_airport,34.213702,-101.923342
0TA4,small_airport,32.497898,-96.270500
0TA5,heliport,29.614700,-95.354897
0TA7,small_airport,30.153167,-103.899780
0TA9,heliport,29.391100,-94.764099
0TE0,small_airport,29.693001,-101.162003
0TE1,heliport,27.780069,-97.414811
0TE2,heliport,32.800098,-97.167000
0TE4,small_airport,31.080999,-96.215202
0TE5,small_airport,27.433800,-99.185898
0TE6,small_airport,32.204300,-98.665604
0TE7,small_airport,30.251801,-98.622498
0TN0,small_airport,35.676701,-86.896698
0TN1,seaplane_base,35.222301,-86.220001
0TN2,small_airport,35.655899,-84.185501
0TN3,heliport,35.917599,-84.100197
0TN4,heliport,35.991209,-83.927278
0TN5,small_airport,35.867729,-86.497907
0TN6,small_airport,36.183399,-84.099098
0TN7,heliport,35.923599,-84.091103
0TN8,heliport,35.049198,-85.290497
0TN9,heliport,35.956200,-83.938202
0TS1,small_airport,33.098732,-97.272517
0TS4,small_airport,30.091673,-96.794078
0TS5,small_airport,30.441900,-95.186302
0TS6,heliport,29.716101,-95.476898
0TS7,small_airport,32.834578,-98.125677
0TS8,small_airport,26.150400,-97.883598
0TT8,closed,14.960012,145.631075
0TX0,small_airport,32.419601,-97.712799
0TX1,small_airport,32.353325,-97.676225
0TX2,heliport,32.762600,-97.058601
0TX3,heliport,32.166429,-94.346098
0TX4,heliport,32.711700,-97.027199
0TX5,heliport,33.023382,-97.120589
0TX6,small_airport,29.505199,-97.996902
0TX9,small_airport,33.250099,-96.116898
0U0,small_airport,44.642399,-115.532997
0U1,small_airport,44.142093,-115.314312
0U2,small_airport,43.801700,-113.831146
0U3,small_airport,44.744570,-114.921404
0U7,small_airport,43.323580,-113.590330
0U8,small_airport,44.610513,-113.895960
0U9,small_airport,44.461257,-116.757964
0VA1,small_airport,37.233501,-79.585297
0VA2,small_airport,37.796501,-79.766701
0VA3,small_airport,37.698799,-77.095299
0VA4,small_airport,36.950100,-79.879501
0VA6,heliport,37.495998,-77.462196
0VA7,small_airport,37.523201,-77.819397
0VA8,small_airport,37.285801,-77.791199
0VA9,small_airport,37.447399,-76.453796
0VI1,small_airport,37.688900,-77.101402
0W0,seaplane_base,47.632212,-122.327653
0W7,seaplane_base,48.728199,-122.335999
0WA0,heliport,47.982899,-122.038002
0WA1,small_airport,46.617100,-122.825996
0WA2,small_airport,46.589748,-123.105011
0WA4,heliport,47.436238,-120.279515
0WA5,heliport,48.379299,-122.288002
0WA6,heliport,47.803699,-122.334000
0WA7,heliport,47.776901,-117.084000
0WA8,heliport,47.664001,-122.280998
0WA9,heliport,47.986461,-122.224295
0WI0,heliport,42.988899,-87.951500
0WI1,small_airport,45.507198,-92.141899
0WI2,small_airport,43.201401,-88.333397
0WI3,heliport,42.661291,-88.497861
0WI4,small_airport,43.829399,-89.352600
0WI5,closed,42.795372,-87.889395
0WI6,closed,42.873600,-88.157898
0WI7,small_airport,44.133598,-88.499298
0WI8,small_airport,43.138901,-88.472298
0WI9,small_airport,42.931400,-89.338699
0WN0,small_airport,48.137299,-123.112999
0WN1,small_airport,46.751900,-120.601997
0WN2,small_airport,46.127573,-119.014273
0WN4,heliport,46.964001,-122.891998
0WN5,small_airport,42.799702,-88.048698
0WN6,heliport,48.952522,-122.818136
0WN7,heliport,47.209449,-121.987726
0WN8,heliport,47.251099,-116.851997
0WS7,small_airport,42.970979,-89.028482
0WY0,small_airport,43.039722,-111.038056
0WY1,small_airport,44.411111,-108.163333
0XA0,heliport,32.811537,-96.838976
0XA1,heliport,30.678963,-100.130183
0XA2,heliport,28.713889,-100.454728
0XA3,heliport,28.969255,-95.285207
0XA4,small_airport,27.996901,-98.882202
0XA5,small_airport,28.684900,-98.382797
0XA6,heliport,33.450001,-101.939003
0XA7,small_airport,30.662345,-97.622760
0XA9,heliport,32.567223,-97.095596
0XS0,small_airport,28.400299,-99.558701
0XS1,small_airport,29.287800,-96.349701
0XS2,small_airport,30.555675,-100.530840
0XS3,heliport,28.792291,-96.041895
0XS4,heliport,33.091702,-96.686096
0XS6,small_airport,30.500841,-98.147448
0XS7,small_airport,29.193679,-100.280027
0XS8,small_airport,29.076950,-100.371609
0XS9,small_airport,32.131690,-95.339590
0Y4,closed,43.164200,-95.470001
0Y6,small_airport,43.413290,-93.512019
0Z3,seaplane_base,59.049905,-158.581682
10AK,small_airport,61.592052,-149.677598
10AL,heliport,34.914001,-85.770897
10AN,small_airport,64.002226,-145.593268
10AZ,small_airport,33.366402,-112.617996
10CA,heliport,34.602292,-117.172462
10CN,heliport,38.543333,-122.475000
10CT,heliport,41.176296,-73.180857
10D,small_airport,44.953837,-94.065062
10F,small_airport,33.015400,-98.626000
10FA,small_airport,28.797501,-81.935898
10FD,small_airport,29.006599,-82.404602
10FL,heliport,24.710400,-81.094498
10GA,small_airport,33.325100,-84.298302
10IA,small_airport,42.416698,-92.250198
10ID,small_airport,43.494400,-113.921997
10II,heliport,40.934997,-87.138159
10IL,heliport,41.123600,-87.885300
10KS,heliport,39.056277,-94.608892
10LA,small_airport,30.250725,-92.095728
10MA,seaplane_base,42.262600,-72.306999
10ME,heliport,45.348713,-68.516636
10MI,heliport,43.425969,-83.939356
10MN,closed,46.437500,-93.956100
10MT,small_airport,47.834433,-106.472795
10MU,heliport,36.865843,-94.369848
10NC,small_airport,36.340711,-77.508974
10ND,small_airport,47.187500,-102.362000
10NH,heliport,42.874100,-71.179703
10NK,heliport,43.307336,-73.646211
10NR,heliport,34.976678,-80.522055
10OH,closed,41.402517,-82.629333
10OK,small_airport,35.166698,-97.217003
10PA,heliport,39.862598,-75.310501
10PN,heliport,39.930698,-75.244102
10SC,heliport,34.840013,-82.252927
10SD,heliport,43.563836,-101.660223
10TA,heliport,29.792200,-95.634903
10TN,small_airport,36.071899,-86.354401
10TX,heliport,27.844700,-97.223900
10UT,heliport,37.172778,-113.434444
10VA,small_airport,37.386299,-78.813103
10VG,heliport,36.829702,-76.298344
10WI,small_airport,45.115799,-88.189499
10WY,small_airport,43.423333,-106.823611
10XA,small_airport,28.680794,-96.661647
10XS,small_airport,31.779499,-98.909302
11AK,small_airport,64.001932,-145.501585
11AL,heliport,31.393700,-85.751503
11AR,heliport,34.468846,-93.065766
11AZ,small_airport,31.683588,-110.290053
11CA,small_airport,36.673302,-119.722000
11CL,small_airport,34.630001,-117.653000
11CN,heliport,40.585095,-122.387899
11CO,heliport,39.926861,-105.790317
11FA,closed,25.585870,-80.502906
11FD,heliport,30.734808,-86.562293
11FL,small_airport,30.043724,-81.885217
11GE,heliport,34.260300,-84.066399
11IA,small_airport,42.349636,-92.513316
11II,small_airport,39.339330,-86.029830
11IL,heliport,41.120718,-87.873075
11IN,small_airport,39.819183,-86.538234
11IS,heliport,39.125000,-88.550598
11KY,heliport,38.115898,-85.836098
11LA,seaplane_base,29.258801,-89.352997
11LL,small_airport,40.722514,-88.769108
11LS,small_airport,30.976321,-92.568880
11M,closed,34.352001,-88.377296
11MA,small_airport,41.807301,-70.758400
11MD,small_airport,38.420020,-75.631680
11MO,small_airport,38.901699,-91.635201
11MT,small_airport,46.462777,-109.490555
11MU,small_airport,36.657916,-92.465578
11N,small_airport,41.569280,-73.462153
11NC,heliport,36.021500,-78.518898
11NJ,heliport,40.640701,-74.664200
11NK,small_airport,42.913898,-74.611702
11NR,heliport,33.928083,-78.020389
11OA,small_airport,39.643101,-82.466797
11OG,small_airport,44.451255,-118.186419
11OH,heliport,39.547753,-83.427914
11PN,small_airport,41.351265,-79.733527
11S,small_airport,48.266102,-124.314003
11TE,small_airport,32.300098,-97.204498
11TS,small_airport,31.657900,-96.411400
11TX,small_airport,33.667813,-96.691971
11UT,small_airport,41.253853,-111.711061
11VA,heliport,36.741798,-76.244102
11VG,small_airport,38.209455,-77.001092
11WA,small_airport,47.523693,-117.469554
11WN,seaplane_base,43.354198,-89.571198
